condition_name,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,test_loss_mean,test_loss_std,selected_threshold_mean,selected_threshold_std
original_layout,0.7205761316872428,0.045158797643817514,0.6918115994977214,0.06368675911416924,0.5907796724618357,0.09764904710819326,0.7591397733792312,0.05550591973213641,1.521980100404471,0.5575650558816208,0.548,0.24560130292814003
global_fixed_permutation,0.6554025099479645,0.05878600139073538,0.6521136703146819,0.06228469136987666,0.5592342232096603,0.07936215349379647,0.7364385484435496,0.05840907889786299,1.3439082311931998,0.33905575895210593,0.396,0.16195678435928523
subjectwise_random_permutation,0.5226065367479509,0.04258202959944365,0.4871634787126945,0.049901194355427406,0.34749509313378757,0.0715781320422586,0.5036647443322255,0.05198417918384669,1.6967074163258076,0.5981212604000609,0.34800000000000003,0.1775387281693772
