config_name,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,test_loss_mean,test_loss_std,selected_threshold_mean,selected_threshold_std
manual_tuned,0.7090194878073666,0.0628147509252025,0.7011426704121065,0.04392019294378312,0.6157258963378844,0.04944831205297996,0.7628826852784002,0.04794485967374368,1.2980783879756927,0.3564107058804611,0.5740000000000001,0.21220273325289665
optuna_tuned,0.6586844879774173,0.054665557624947514,0.6656552016692106,0.021766373262437372,0.5762210820063559,0.03564818986850889,0.7427388800484959,0.043751792618405505,1.6604938814416528,0.5101260616542564,0.48200000000000004,0.25704085278414407
